state,area (sq. mi),abbreviation,state_abrv,ages,year,population,density
Tennessee,42146,TN,TN,total,1999,5638706.0,133.78982584349643
Tennessee,42146,TN,TN,under18,1999,1385997.0,32.88561192046695
Tennessee,42146,TN,TN,total,2000,5703719.0,135.33239216058465
Tennessee,42146,TN,TN,under18,2000,1399685.0,33.210387699900345
Tennessee,42146,TN,TN,total,1997,5499233.0,130.4805438238504
Tennessee,42146,TN,TN,under18,1997,1359030.0,32.24576472263085
Tennessee,42146,TN,TN,under18,1998,1369987.0,32.505741944668536
Tennessee,42146,TN,TN,total,1998,5570045.0,132.16070326958666
Tennessee,42146,TN,TN,under18,1996,1345723.0,31.930028946993783
Tennessee,42146,TN,TN,total,1996,5416643.0,128.52092725288284
Tennessee,42146,TN,TN,total,1995,5326936.0,126.39244530916338
Tennessee,42146,TN,TN,under18,1995,1331616.0,31.595311536088833
Tennessee,42146,TN,TN,under18,1994,1310988.0,31.10587007070659
Tennessee,42146,TN,TN,total,1994,5231438.0,124.12656005314858
Tennessee,42146,TN,TN,under18,1992,1259458.0,29.88321548901438
Tennessee,42146,TN,TN,total,1992,5049742.0,119.81545105110806
Tennessee,42146,TN,TN,total,1993,5137584.0,121.89968205760927
Tennessee,42146,TN,TN,under18,1993,1285044.0,30.490295638969297
Tennessee,42146,TN,TN,total,1991,4966587.0,117.84242870023253
Tennessee,42146,TN,TN,under18,1991,1233260.0,29.261614388079533
Tennessee,42146,TN,TN,under18,1990,1220200.0,28.95173919233142
Tennessee,42146,TN,TN,total,1990,4894492.0,116.13182745693541
Texas,268601,TX,TX,under18,1990,4906220.0,18.265829241142065
Texas,268601,TX,TX,total,1990,17056755.0,63.50220215114612
Texas,268601,TX,TX,total,1991,17398005.0,64.77267396621755
Texas,268601,TX,TX,under18,1991,5000793.0,18.617923983901772
Texas,268601,TX,TX,total,1993,18161612.0,67.61557849747395
Texas,268601,TX,TX,under18,1993,5217899.0,19.42620839088462
Texas,268601,TX,TX,under18,1992,5109805.0,19.02377504179061
Texas,268601,TX,TX,total,1992,17759738.0,66.1194038741479
Texas,268601,TX,TX,under18,1994,5331524.0,19.849233621617195
Texas,268601,TX,TX,total,1994,18564062.0,69.113897565534
Texas,268601,TX,TX,total,1995,18958751.0,70.58332247459987
Texas,268601,TX,TX,under18,1995,5421784.0,20.18527108983213
Texas,268601,TX,TX,under18,1996,5551447.0,20.668005703627312
Texas,268601,TX,TX,total,1996,19340342.0,72.00398360393297
Texas,268601,TX,TX,under18,1998,5759054.0,21.440925387470635
Texas,268601,TX,TX,total,1998,20157531.0,75.04637361737298
Texas,268601,TX,TX,total,1997,19740317.0,73.49308826102659
Texas,268601,TX,TX,under18,1997,5655482.0,21.05532741873634
Texas,268601,TX,TX,total,2000,20944499.0,77.9762510191697
Texas,268601,TX,TX,under18,2000,5906301.0,21.98912513356242
Texas,268601,TX,TX,total,1999,20558220.0,76.53813649241812
Texas,268601,TX,TX,under18,1999,5840211.0,21.743072438300675
Texas,268601,TX,TX,total,2001,21319622.0,79.37283182117713
Texas,268601,TX,TX,under18,2001,5980187.0,22.26420229261991
Texas,268601,TX,TX,total,2002,21690325.0,80.75295698824651
Texas,268601,TX,TX,under18,2002,6060372.0,22.56273059296131
Texas,268601,TX,TX,total,2004,22394023.0,83.37282065219415
Texas,268601,TX,TX,under18,2004,6208259.0,23.113313055424218
Texas,268601,TX,TX,total,2003,22030931.0,82.0210311949695
Texas,268601,TX,TX,under18,2003,6132980.0,22.83304976526521
Texas,268601,TX,TX,total,2005,22778123.0,84.80282277430092
Texas,268601,TX,TX,under18,2005,6290970.0,23.42124563944289
Texas,268601,TX,TX,total,2006,23359580.0,86.96758388836973
Texas,268601,TX,TX,under18,2006,6446798.0,24.001392399879375
Texas,268601,TX,TX,total,2008,24309039.0,90.50241436182293
Texas,268601,TX,TX,under18,2008,6675917.0,24.854401137747068
Texas,268601,TX,TX,total,2007,23831983.0,88.72633757878786
Texas,268601,TX,TX,under18,2007,6565872.0,24.444704226715462
Texas,268601,TX,TX,under18,2013,7041986.0,26.217273949091776
Texas,268601,TX,TX,total,2013,26448193.0,98.46647257456227
Texas,268601,TX,TX,total,2009,24801761.0,92.33681557402988
Texas,268601,TX,TX,under18,2009,6792907.0,25.289954244399684
Texas,268601,TX,TX,total,2010,25245178.0,93.98765455080212
Texas,268601,TX,TX,under18,2010,6879014.0,25.610530117162632
Texas,268601,TX,TX,under18,2011,6931758.0,25.806895730097803
Texas,268601,TX,TX,total,2011,25640909.0,95.46095881995971
Texas,268601,TX,TX,under18,2012,6985807.0,26.008119850633467
Texas,268601,TX,TX,total,2012,26060796.0,97.02419574014989
Utah,84904,UT,UT,total,2012,2854871.0,33.62469377178932
Utah,84904,UT,UT,under18,2012,888578.0,10.465678884387073
Utah,84904,UT,UT,total,2011,2814784.0,33.15254876095355
Utah,84904,UT,UT,under18,2011,881350.0,10.38054744181664
Utah,84904,UT,UT,under18,2010,873019.0,10.282424856308301
Utah,84904,UT,UT,total,2010,2774424.0,32.677188353905585
Utah,84904,UT,UT,total,2009,2723421.0,32.07647460661453
Utah,84904,UT,UT,under18,2009,857853.0,10.103799585414114
Utah,84904,UT,UT,total,2013,2900872.0,34.16649392254782
Utah,84904,UT,UT,under18,2013,896589.0,10.560032507302365
Utah,84904,UT,UT,total,2007,2597746.0,30.596273438236125
Utah,84904,UT,UT,under18,2007,815496.0,9.604918496183926
Utah,84904,UT,UT,total,2008,2663029.0,31.365177141241873
Utah,84904,UT,UT,under18,2008,837258.0,9.861231508527277
Utah,84904,UT,UT,total,2006,2525507.0,29.745441910864034
Utah,84904,UT,UT,under18,2006,789957.0,9.304119947234524
Utah,84904,UT,UT,total,2005,2457719.0,28.947034297559597
Utah,84904,UT,UT,under18,2005,767888.0,9.044191086403467
Utah,84904,UT,UT,total,2003,2360137.0,27.797712710826346
Utah,84904,UT,UT,under18,2003,740483.0,8.721414774333365
Utah,84904,UT,UT,total,2004,2401580.0,28.285828700650146
Utah,84904,UT,UT,under18,2004,751771.0,8.854364929803072
Utah,84904,UT,UT,total,2002,2324815.0,27.381689908602656
Utah,84904,UT,UT,under18,2002,733517.0,8.639369169885988
Utah,84904,UT,UT,total,2001,2283715.0,26.897613775558277
Utah,84904,UT,UT,under18,2001,726819.0,8.56048007161029
Utah,84904,UT,UT,total,1999,2203482.0,25.95262885140865
Utah,84904,UT,UT,under18,1999,715398.0,8.425963441062848
Utah,84904,UT,UT,total,2000,2244502.0,26.43576274380477
Utah,84904,UT,UT,under18,2000,721686.0,8.500023556016206
Utah,84904,UT,UT,total,1997,2119784.0,24.966833129181193
Utah,84904,UT,UT,under18,1997,699528.0,8.23904645246396
Utah,84904,UT,UT,under18,1998,709386.0,8.355154056345992
Utah,84904,UT,UT,total,1998,2165961.0,25.51070620936587
Utah,84904,UT,UT,under18,1996,687078.0,8.092410251578253
Utah,84904,UT,UT,total,1996,2067976.0,24.356638085367003
Utah,84904,UT,UT,total,1995,2014179.0,23.72301658343541
Utah,84904,UT,UT,under18,1995,679636.0,8.00475831527372
Utah,84904,UT,UT,under18,1994,673935.0,7.937611891076981
Utah,84904,UT,UT,total,1994,1960446.0,23.090148874022425
Utah,84904,UT,UT,under18,1992,648725.0,7.640688306793555
Utah,84904,UT,UT,total,1992,1836799.0,21.63383350607745
Utah,84904,UT,UT,total,1993,1898404.0,22.359417695279376
Utah,84904,UT,UT,under18,1993,662968.0,7.808442476208423
Utah,84904,UT,UT,total,1991,1779780.0,20.962263262037123
Utah,84904,UT,UT,under18,1991,637216.0,7.505135211533026
Utah,84904,UT,UT,under18,1990,627122.0,7.386247997738622
Utah,84904,UT,UT,total,1990,1731223.0,20.390358522566665
Vermont,9615,VT,VT,under18,1990,143296.0,14.903380135205408
Vermont,9615,VT,VT,total,1990,564798.0,58.74134165366615
Vermont,9615,VT,VT,total,1991,568606.0,59.137389495579825
Vermont,9615,VT,VT,under18,1991,145219.0,15.103380135205407
Vermont,9615,VT,VT,total,1993,577748.0,60.088195527821114
Vermont,9615,VT,VT,under18,1993,148705.0,15.465938637545502
Vermont,9615,VT,VT,under18,1992,146983.0,15.28684347373895
Vermont,9615,VT,VT,total,1992,572751.0,59.56848673946958
Vermont,9615,VT,VT,under18,1994,150794.0,15.683203328133125
Vermont,9615,VT,VT,total,1994,583836.0,60.72137285491419
Vermont,9615,VT,VT,total,1995,589003.0,61.25876235049402
Vermont,9615,VT,VT,under18,1995,151439.0,15.750286011440458
Vermont,9615,VT,VT,under18,1996,151490.0,15.755590223608944
Vermont,9615,VT,VT,total,1996,593701.0,61.7473738949558
Vermont,9615,VT,VT,under18,1998,148467.0,15.441185647425897
Vermont,9615,VT,VT,total,1998,600416.0,62.44576183047322
Vermont,9615,VT,VT,total,1997,597239.0,62.11534061362455
Vermont,9615,VT,VT,under18,1997,150040.0,15.604784191367655
Vermont,9615,VT,VT,total,2000,609618.0,63.40280811232449
Vermont,9615,VT,VT,under18,2000,147549.0,15.345709828393137
Vermont,9615,VT,VT,total,1999,604683.0,62.88954758190328
Vermont,9615,VT,VT,under18,1999,147859.0,15.377951118044722
Vermont,9615,VT,VT,total,2001,612223.0,63.67373894955798
Vermont,9615,VT,VT,under18,2001,146040.0,15.188767550702028
Vermont,9615,VT,VT,total,2002,615442.0,64.00852834113364
Vermont,9615,VT,VT,under18,2002,144441.0,15.022464898595944
Vermont,9615,VT,VT,total,2004,619920.0,64.47425897035882
Vermont,9615,VT,VT,under18,2004,141068.0,14.671658866354655
Vermont,9615,VT,VT,total,2003,617858.0,64.25980239209568
Vermont,9615,VT,VT,under18,2003,142718.0,14.843265730629225
Vermont,9615,VT,VT,total,2005,621215.0,64.6089443577743
Vermont,9615,VT,VT,under18,2005,138933.0,14.449609984399377
Vermont,9615,VT,VT,total,2006,622892.0,64.78335933437337
Vermont,9615,VT,VT,under18,2006,136731.0,14.220592823712948
Vermont,9615,VT,VT,total,2008,624151.0,64.91430057202288
Vermont,9615,VT,VT,under18,2008,132600.0,13.790951638065522
Vermont,9615,VT,VT,total,2007,623481.0,64.84461778471139
Vermont,9615,VT,VT,under18,2007,134695.0,14.008840353614145
Vermont,9615,VT,VT,under18,2013,122701.0,12.761414456578263
Vermont,9615,VT,VT,total,2013,626630.0,65.1721268850754
Vermont,9615,VT,VT,total,2009,624817.0,64.9835673426937
Vermont,9615,VT,VT,under18,2009,130450.0,13.567342693707749
Vermont,9615,VT,VT,total,2010,625793.0,65.08507540301612
Vermont,9615,VT,VT,under18,2010,128601.0,13.375039001560062
Vermont,9615,VT,VT,under18,2011,126500.0,13.156526261050441
Vermont,9615,VT,VT,total,2011,626320.0,65.13988559542382
Vermont,9615,VT,VT,under18,2012,124555.0,12.95423816952678
Vermont,9615,VT,VT,total,2012,625953.0,65.10171606864274
Virginia,42769,VA,VA,total,2012,8186628.0,191.41499684350813
Virginia,42769,VA,VA,under18,2012,1861323.0,43.520376908508496
Virginia,42769,VA,VA,total,2011,8105850.0,189.52629240805257
Virginia,42769,VA,VA,under18,2011,1857585.0,43.43297715635156
Virginia,42769,VA,VA,under18,2010,1855025.0,43.37312071827726
Virginia,42769,VA,VA,total,2010,8024417.0,187.62227314176155
Virginia,42769,VA,VA,total,2009,7925937.0,185.3196707895906
Virginia,42769,VA,VA,under18,2009,1845132.0,43.141808319109636
Virginia,42769,VA,VA,total,2013,8260405.0,193.1400079496832
Virginia,42769,VA,VA,under18,2013,1864535.0,43.595478033154855
Virginia,42769,VA,VA,total,2007,7751000.0,181.22939512263557
Virginia,42769,VA,VA,under18,2007,1834386.0,42.89055156772429
Virginia,42769,VA,VA,total,2008,7833496.0,183.15826883958007
Virginia,42769,VA,VA,under18,2008,1838361.0,42.98349271668732
Virginia,42769,VA,VA,total,2005,7577105.0,177.16348289649045
Virginia,42769,VA,VA,under18,2005,1816270.0,42.46697374266408
Virginia,42769,VA,VA,total,2006,7673725.0,179.42259580537305
Virginia,42769,VA,VA,under18,2006,1826368.0,42.70307933316187
Virginia,42769,VA,VA,total,2003,7366977.0,172.25039163880382
Virginia,42769,VA,VA,under18,2003,1782254.0,41.67163132175174
Virginia,42769,VA,VA,total,2004,7475575.0,174.789567209895
Virginia,42769,VA,VA,under18,2004,1801958.0,42.13233884355491
Virginia,42769,VA,VA,total,2002,7286873.0,170.37744628118497
Virginia,42769,VA,VA,under18,2002,1771247.0,41.41427201945334
Virginia,42769,VA,VA,total,2001,7198362.0,168.30793331618696
Virginia,42769,VA,VA,under18,2001,1754549.0,41.023849049545234
Virginia,42769,VA,VA,total,1999,7000174.0,163.67401622670627
Virginia,42769,VA,VA,under18,1999,1723125.0,40.28911127218312
Virginia,42769,VA,VA,total,2000,7105817.0,166.14409969837968
Virginia,42769,VA,VA,under18,2000,1741420.0,40.71687437162431
Virginia,42769,VA,VA,total,1997,6829183.0,159.6760036475017
Virginia,42769,VA,VA,under18,1997,1683766.0,39.368841918211785
Virginia,42769,VA,VA,under18,1998,1706261.0,39.89480698636863
Virginia,42769,VA,VA,total,1998,6900918.0,161.35326989174402
Virginia,42769,VA,VA,under18,1996,1664147.0,38.91012181720405
Virginia,42769,VA,VA,total,1996,6750884.0,157.84526175500946
Virginia,42769,VA,VA,total,1995,6670693.0,155.97028221375294
Virginia,42769,VA,VA,under18,1995,1649005.0,38.55608033856298
Virginia,42769,VA,VA,under18,1994,1628711.0,38.081577778297365
Virginia,42769,VA,VA,total,1994,6593139.0,154.1569594799972
Virginia,42769,VA,VA,under18,1992,1581544.0,36.978746288199396
Virginia,42769,VA,VA,total,1992,6414307.0,149.97561317776893
Virginia,42769,VA,VA,total,1993,6509630.0,152.2044003834553
Virginia,42769,VA,VA,under18,1993,1604758.0,37.52152259814351
Virginia,42769,VA,VA,total,1991,6301217.0,147.33140826299422
Virginia,42769,VA,VA,under18,1991,1548258.0,36.20047230470668
Virginia,42769,VA,VA,under18,1990,1520670.0,35.55542565877154
Virginia,42769,VA,VA,total,1990,6216884.0,145.35958287544716
Washington,71303,WA,WA,under18,1990,1301545.0,18.25372003983002
Washington,71303,WA,WA,total,1990,4903043.0,68.76348821227718
Washington,71303,WA,WA,total,1991,5025624.0,70.48264448901168
Washington,71303,WA,WA,under18,1991,1326527.0,18.6040839796362
Washington,71303,WA,WA,total,1993,5278842.0,74.0339396659327
Washington,71303,WA,WA,under18,1993,1387716.0,19.462238615486026
Washington,71303,WA,WA,under18,1992,1365480.0,19.15038637925473
Washington,71303,WA,WA,total,1992,5160757.0,72.37783823962526
Washington,71303,WA,WA,under18,1994,1409922.0,19.773670112056998
Washington,71303,WA,WA,total,1994,5375161.0,75.38478044402059
Washington,71303,WA,WA,total,1995,5481027.0,76.86951460667854
Washington,71303,WA,WA,under18,1995,1429397.0,20.046800274883246
Washington,71303,WA,WA,under18,1996,1449613.0,20.330322707319468
Washington,71303,WA,WA,total,1996,5569753.0,78.11386617673871
Washington,71303,WA,WA,under18,1998,1494784.0,20.96383041386758
Washington,71303,WA,WA,total,1998,5769562.0,80.91611853638697
Washington,71303,WA,WA,total,1997,5674747.0,79.5863708399366
Washington,71303,WA,WA,under18,1997,1473646.0,20.6673772492041
Washington,71303,WA,WA,total,2000,5910512.0,82.89289370713715
Washington,71303,WA,WA,under18,2000,1516361.0,21.266440402227115
Washington,71303,WA,WA,total,1999,5842564.0,81.93994642581659
Washington,71303,WA,WA,under18,1999,1507824.0,21.146711919554576
Washington,71303,WA,WA,total,2001,5985722.0,83.94768803556653
Washington,71303,WA,WA,under18,2001,1517527.0,21.28279315035833
Washington,71303,WA,WA,total,2002,6052349.0,84.88210874717754
Washington,71303,WA,WA,under18,2002,1517655.0,21.284588306242373
Washington,71303,WA,WA,total,2004,6178645.0,86.65336661851535
Washington,71303,WA,WA,under18,2004,1520751.0,21.328008639187694
Washington,71303,WA,WA,total,2003,6104115.0,85.60810905571995
Washington,71303,WA,WA,under18,2003,1514877.0,21.24562781369648
Washington,71303,WA,WA,total,2005,6257305.0,87.75654600788185
Washington,71303,WA,WA,under18,2005,1523890.0,21.372032032312806
Washington,71303,WA,WA,total,2006,6370753.0,89.34761510735873
Washington,71303,WA,WA,under18,2006,1536926.0,21.554857439378427
Washington,71303,WA,WA,total,2008,6562231.0,92.03302806333534
Washington,71303,WA,WA,under18,2008,1560302.0,21.88269778270199
Washington,71303,WA,WA,total,2007,6461587.0,90.62153065088425
Washington,71303,WA,WA,under18,2007,1549582.0,21.73235347741329
Washington,71303,WA,WA,under18,2013,1595795.0,22.38047487482995
Washington,71303,WA,WA,total,2013,6971406.0,97.77156641375538
Washington,71303,WA,WA,total,2009,6667426.0,93.50835168225741
Washington,71303,WA,WA,under18,2009,1574403.0,22.08045944770907
Washington,71303,WA,WA,total,2010,6742256.0,94.55781664165603
Washington,71303,WA,WA,under18,2010,1581436.0,22.179094848744093
Washington,71303,WA,WA,under18,2011,1584709.0,22.224997545685316
Washington,71303,WA,WA,total,2011,6821481.0,95.66891996129195
Washington,71303,WA,WA,under18,2012,1588451.0,22.27747780598292
Washington,71303,WA,WA,total,2012,6895318.0,96.7044584379339
West Virginia,24231,WV,WV,total,2012,1856680.0,76.62415913499237
West Virginia,24231,WV,WV,under18,2012,384030.0,15.848706202798068
West Virginia,24231,WV,WV,total,2011,1855184.0,76.56242004044405
West Virginia,24231,WV,WV,under18,2011,385283.0,15.900416821427097
West Virginia,24231,WV,WV,under18,2010,387224.0,15.980520820436631
West Virginia,24231,WV,WV,total,2010,1854146.0,76.51958235318394
West Virginia,24231,WV,WV,total,2009,1847775.0,76.25665469852667
West Virginia,24231,WV,WV,under18,2009,389036.0,16.05530106062482
West Virginia,24231,WV,WV,total,2013,1854304.0,76.52610292600387
West Virginia,24231,WV,WV,under18,2013,381678.0,15.751640460567042
West Virginia,24231,WV,WV,total,2007,1834052.0,75.69031406050101
West Virginia,24231,WV,WV,under18,2007,390661.0,16.12236391399447
West Virginia,24231,WV,WV,total,2008,1840310.0,75.94857826750857
West Virginia,24231,WV,WV,under18,2008,390210.0,16.10375139284388
West Virginia,24231,WV,WV,total,2006,1827912.0,75.4369196483843
West Virginia,24231,WV,WV,under18,2006,390637.0,16.121373447237012
West Virginia,24231,WV,WV,total,2005,1820492.0,75.13070034253641
West Virginia,24231,WV,WV,under18,2005,390431.0,16.11287194090215
West Virginia,24231,WV,WV,total,2003,1812295.0,74.79241467541578
West Virginia,24231,WV,WV,under18,2003,392460.0,16.196607651355702
West Virginia,24231,WV,WV,total,2004,1816438.0,74.96339399942222
West Virginia,24231,WV,WV,under18,2004,391856.0,16.171680904626307
West Virginia,24231,WV,WV,total,2002,1805414.0,74.50843960216253
West Virginia,24231,WV,WV,under18,2002,393569.0,16.242375469439974
West Virginia,24231,WV,WV,total,2001,1801481.0,74.34612686228385
West Virginia,24231,WV,WV,under18,2001,395307.0,16.314101770459327
West Virginia,24231,WV,WV,total,1999,1811799.0,74.77194502909497
West Virginia,24231,WV,WV,under18,1999,406784.0,16.787751227766083
West Virginia,24231,WV,WV,total,2000,1807021.0,74.57475960546408
West Virginia,24231,WV,WV,under18,2000,401062.0,16.55160744500846
West Virginia,24231,WV,WV,total,1997,1819113.0,75.07378977343073
West Virginia,24231,WV,WV,under18,1997,418037.0,17.252156328669887
West Virginia,24231,WV,WV,under18,1998,412793.0,17.035739342164995
West Virginia,24231,WV,WV,total,1998,1815609.0,74.92918162684165
West Virginia,24231,WV,WV,under18,1996,422831.0,17.45000206347241
West Virginia,24231,WV,WV,total,1996,1822808.0,75.22628038463125
West Virginia,24231,WV,WV,total,1995,1823700.0,75.26309273245016
West Virginia,24231,WV,WV,under18,1995,428790.0,17.695926705459947
West Virginia,24231,WV,WV,under18,1994,429128.0,17.709875778960836
West Virginia,24231,WV,WV,total,1994,1820421.0,75.12777021171227
West Virginia,24231,WV,WV,under18,1992,433116.0,17.874458338492015
West Virginia,24231,WV,WV,total,1992,1806451.0,74.55123601997441
West Virginia,24231,WV,WV,total,1993,1817539.0,75.00883166192068
West Virginia,24231,WV,WV,under18,1993,432364.0,17.84342371342495
West Virginia,24231,WV,WV,total,1991,1798735.0,74.2328009574512
West Virginia,24231,WV,WV,under18,1991,433918.0,17.907556435970452
West Virginia,24231,WV,WV,under18,1990,436797.0,18.026371177417357
West Virginia,24231,WV,WV,total,1990,1792548.0,73.9774668812678
Wisconsin,65503,WI,WI,under18,1990,1302869.0,19.89021876860602
Wisconsin,65503,WI,WI,total,1990,4904562.0,74.87537975359908
Wisconsin,65503,WI,WI,total,1991,4964343.0,75.7880249759553
Wisconsin,65503,WI,WI,under18,1991,1314855.0,20.073202754072334
Wisconsin,65503,WI,WI,total,1993,5084889.0,77.62833763339084
Wisconsin,65503,WI,WI,under18,1993,1337334.0,20.41637787582248
Wisconsin,65503,WI,WI,under18,1992,1330555.0,20.312886432682472
Wisconsin,65503,WI,WI,total,1992,5025398.0,76.72011968917454
Wisconsin,65503,WI,WI,under18,1994,1348110.0,20.580889424911835
Wisconsin,65503,WI,WI,total,1994,5133678.0,78.37317374776728
Wisconsin,65503,WI,WI,total,1995,5184836.0,79.15417614460407
Wisconsin,65503,WI,WI,under18,1995,1351343.0,20.63024594293391
Wisconsin,65503,WI,WI,under18,1996,1352877.0,20.65366471764652
Wisconsin,65503,WI,WI,total,1996,5229986.0,79.84345755156252
Wisconsin,65503,WI,WI,under18,1998,1362907.0,20.80678747538281
Wisconsin,65503,WI,WI,total,1998,5297673.0,80.87679953589912
Wisconsin,65503,WI,WI,total,1997,5266213.0,80.39651619009817
Wisconsin,65503,WI,WI,under18,1997,1359712.0,20.758011083461827
Wisconsin,65503,WI,WI,total,1999,5332666.0,81.41101934262552
Wisconsin,65503,WI,WI,under18,1999,1367019.0,20.86956322611178
Wisconsin,65503,WI,WI,total,2000,5373999.0,82.04202860937667
Wisconsin,65503,WI,WI,under18,2000,1370440.0,20.92178984168664
Wisconsin,65503,WI,WI,total,2001,5406835.0,82.5433186266278
Wisconsin,65503,WI,WI,under18,2001,1367593.0,20.878326183533577
Wisconsin,65503,WI,WI,total,2002,5445162.0,83.12843686548707
Wisconsin,65503,WI,WI,under18,2002,1365315.0,20.843549150420593
Wisconsin,65503,WI,WI,total,2004,5514026.0,84.17974749248125
Wisconsin,65503,WI,WI,under18,2004,1354643.0,20.680625314871076
Wisconsin,65503,WI,WI,total,2003,5479203.0,83.64812298673343
Wisconsin,65503,WI,WI,under18,2003,1358505.0,20.7395844465139
Wisconsin,65503,WI,WI,total,2005,5546166.0,84.67041204219655
Wisconsin,65503,WI,WI,under18,2005,1349866.0,20.607697357372945
Wisconsin,65503,WI,WI,total,2006,5577655.0,85.15113811581149
Wisconsin,65503,WI,WI,under18,2006,1348785.0,20.59119429644444
Wisconsin,65503,WI,WI,total,2008,5640996.0,86.11813199395448
Wisconsin,65503,WI,WI,under18,2008,1345573.0,20.5421583744256
Wisconsin,65503,WI,WI,total,2007,5610775.0,85.65676381234448
Wisconsin,65503,WI,WI,under18,2007,1348901.0,20.59296520770041
Wisconsin,65503,WI,WI,under18,2013,1307776.0,19.965131368028946
Wisconsin,65503,WI,WI,total,2013,5742713.0,87.67099216829763
Wisconsin,65503,WI,WI,total,2009,5669264.0,86.54968474726348
Wisconsin,65503,WI,WI,under18,2009,1342411.0,20.49388577622399
Wisconsin,65503,WI,WI,total,2010,5689060.0,86.85189991298108
Wisconsin,65503,WI,WI,under18,2010,1336094.0,20.397447445155183
Wisconsin,65503,WI,WI,under18,2011,1325870.0,20.241362991008046
Wisconsin,65503,WI,WI,total,2011,5708785.0,87.15303115887822
Wisconsin,65503,WI,WI,under18,2012,1316113.0,20.092407981313833
Wisconsin,65503,WI,WI,total,2012,5724554.0,87.39376822435614
Wyoming,97818,WY,WY,total,2012,576626.0,5.894886421721973
Wyoming,97818,WY,WY,under18,2012,136526.0,1.3957144901756322
Wyoming,97818,WY,WY,total,2011,567329.0,5.799842564763131
Wyoming,97818,WY,WY,under18,2011,135407.0,1.3842748778343454
Wyoming,97818,WY,WY,under18,2010,135351.0,1.3837023860639146
Wyoming,97818,WY,WY,total,2010,564222.0,5.768079494571551
Wyoming,97818,WY,WY,total,2009,559851.0,5.723394467275962
Wyoming,97818,WY,WY,under18,2009,134960.0,1.379705166738228
Wyoming,97818,WY,WY,total,2013,582658.0,5.956551963851234
Wyoming,97818,WY,WY,under18,2013,137679.0,1.4075016868061092
Wyoming,97818,WY,WY,total,2007,534876.0,5.468073360731154
Wyoming,97818,WY,WY,under18,2007,128760.0,1.3163221492976753
Wyoming,97818,WY,WY,total,2008,546043.0,5.582234353595453
Wyoming,97818,WY,WY,under18,2008,131511.0,1.3444458075200882
Wyoming,97818,WY,WY,total,2006,522667.0,5.34325993170991
Wyoming,97818,WY,WY,under18,2006,125525.0,1.2832505264879674
Wyoming,97818,WY,WY,total,2005,514157.0,5.256261628739087
Wyoming,97818,WY,WY,under18,2005,124022.0,1.267885256292298
Wyoming,97818,WY,WY,total,2003,503453.0,5.1468339160481715
Wyoming,97818,WY,WY,under18,2003,124182.0,1.2695209470649573
Wyoming,97818,WY,WY,total,2004,509106.0,5.204624915659695
Wyoming,97818,WY,WY,under18,2004,123974.0,1.2673945490605
Wyoming,97818,WY,WY,total,2002,500017.0,5.11170745670531
Wyoming,97818,WY,WY,under18,2002,125495.0,1.282943834468094
Wyoming,97818,WY,WY,total,2001,494657.0,5.056911815821219
Wyoming,97818,WY,WY,under18,2001,126212.0,1.2902737737430738
Wyoming,97818,WY,WY,total,2000,494300.0,5.0532621807847224
Wyoming,97818,WY,WY,under18,2000,128774.0,1.316465272240283
Wyoming,97818,WY,WY,total,1999,491780.0,5.027500051115337
Wyoming,97818,WY,WY,under18,1999,130793.0,1.3371056451777792
Wyoming,97818,WY,WY,total,1997,489452.0,5.003700750373142
Wyoming,97818,WY,WY,under18,1997,134328.0,1.3732441881862234
Wyoming,97818,WY,WY,under18,1998,132602.0,1.3555991739761597
Wyoming,97818,WY,WY,total,1998,490787.0,5.017348545257519
Wyoming,97818,WY,WY,under18,1996,135698.0,1.3872497904271197
Wyoming,97818,WY,WY,total,1996,488167.0,4.990564108855221
Wyoming,97818,WY,WY,total,1995,485160.0,4.959823345396552
Wyoming,97818,WY,WY,under18,1995,136785.0,1.3983622646138747
Wyoming,97818,WY,WY,under18,1994,137733.0,1.4080537324418818
Wyoming,97818,WY,WY,total,1994,480283.0,4.909965446032428
Wyoming,97818,WY,WY,under18,1992,137308.0,1.4037089288270053
Wyoming,97818,WY,WY,total,1992,466251.0,4.7665153652701955
Wyoming,97818,WY,WY,total,1993,473081.0,4.836338915128095
Wyoming,97818,WY,WY,under18,1993,137458.0,1.4052423889263734
Wyoming,97818,WY,WY,total,1991,459260.0,4.695045901572308
Wyoming,97818,WY,WY,under18,1991,136720.0,1.3976977652374818
Wyoming,97818,WY,WY,under18,1990,136078.0,1.391134556012186
Wyoming,97818,WY,WY,total,1990,453690.0,4.638103416549101
District of Columbia,68,DC,DC,under18,2012,107642.0,1582.9705882352941
District of Columbia,68,DC,DC,total,2012,633427.0,9315.10294117647
District of Columbia,68,DC,DC,under18,2011,103906.0,1528.0294117647059
District of Columbia,68,DC,DC,total,2011,619624.0,9112.117647058823
District of Columbia,68,DC,DC,under18,2010,101309.0,1489.8382352941176
District of Columbia,68,DC,DC,total,2010,605125.0,8898.89705882353
District of Columbia,68,DC,DC,under18,2013,111474.0,1639.3235294117646
District of Columbia,68,DC,DC,total,2013,646449.0,9506.60294117647
District of Columbia,68,DC,DC,total,2009,592228.0,8709.235294117647
District of Columbia,68,DC,DC,under18,2009,102098.0,1501.4411764705883
District of Columbia,68,DC,DC,total,2007,574404.0,8447.117647058823
District of Columbia,68,DC,DC,under18,2007,104126.0,1531.264705882353
