state,area (sq. mi),abbreviation,state_abrv,ages,year,population,density
North Dakota,70704,ND,ND,under18,2010,150179.0,2.1240523874179678
North Dakota,70704,ND,ND,total,2010,674344.0,9.537565059968319
North Dakota,70704,ND,ND,total,2009,664968.0,9.404955872369314
North Dakota,70704,ND,ND,under18,2009,148674.0,2.102766463000679
North Dakota,70704,ND,ND,total,2013,723393.0,10.231288187372709
North Dakota,70704,ND,ND,under18,2013,162688.0,2.3009730708305045
North Dakota,70704,ND,ND,total,2007,652822.0,9.2331692690654
North Dakota,70704,ND,ND,under18,2007,147263.0,2.0828100248925097
North Dakota,70704,ND,ND,total,2008,657569.0,9.300308327675944
North Dakota,70704,ND,ND,under18,2008,147462.0,2.0856245756958587
North Dakota,70704,ND,ND,total,2006,649422.0,9.185081466395111
North Dakota,70704,ND,ND,under18,2006,147331.0,2.0837717809459155
North Dakota,70704,ND,ND,total,2005,646089.0,9.137941276306856
North Dakota,70704,ND,ND,under18,2005,148119.0,2.094916836388323
North Dakota,70704,ND,ND,total,2003,638817.0,9.035089952477936
North Dakota,70704,ND,ND,under18,2003,150406.0,2.1272629554197784
North Dakota,70704,ND,ND,total,2004,644705.0,9.118366711925775
North Dakota,70704,ND,ND,under18,2004,149128.0,2.1091875990042994
North Dakota,70704,ND,ND,total,2002,638168.0,9.025910839556461
North Dakota,70704,ND,ND,under18,2002,153097.0,2.1653230368861736
North Dakota,70704,ND,ND,total,2001,639062.0,9.038555102964471
North Dakota,70704,ND,ND,under18,2001,156113.0,2.207979746548993
North Dakota,70704,ND,ND,total,1999,644259.0,9.112058723693144
North Dakota,70704,ND,ND,under18,1999,163056.0,2.3061778682959946
North Dakota,70704,ND,ND,total,2000,642023.0,9.080433921701742
North Dakota,70704,ND,ND,under18,2000,160477.0,2.269701855623444
North Dakota,70704,ND,ND,total,1997,649716.0,9.189239646978955
North Dakota,70704,ND,ND,under18,1997,167475.0,2.3686778682959946
North Dakota,70704,ND,ND,under18,1998,165448.0,2.340009051821679
North Dakota,70704,ND,ND,total,1998,647532.0,9.158350305498981
North Dakota,70704,ND,ND,under18,1996,169257.0,2.3938815342837745
North Dakota,70704,ND,ND,total,1996,650382.0,9.19865919891378
North Dakota,70704,ND,ND,total,1995,647832.0,9.162593346911066
North Dakota,70704,ND,ND,under18,1995,171146.0,2.4205985517085313
North Dakota,70704,ND,ND,under18,1994,172160.0,2.434940031681376
North Dakota,70704,ND,ND,total,1994,644806.0,9.11979520253451
North Dakota,70704,ND,ND,under18,1992,172052.0,2.4334125367730257
North Dakota,70704,ND,ND,total,1992,638223.0,9.02668873048201
North Dakota,70704,ND,ND,total,1993,641216.0,9.069020140303236
North Dakota,70704,ND,ND,under18,1993,172168.0,2.435053179452365
North Dakota,70704,ND,ND,total,1991,635753.0,8.991754356189183
North Dakota,70704,ND,ND,under18,1991,171730.0,2.4288583389907217
North Dakota,70704,ND,ND,under18,1990,170920.0,2.4174021271780948
North Dakota,70704,ND,ND,total,1990,637685.0,9.019079542883006
Ohio,44828,OH,OH,under18,1990,2778491.0,61.981150173998394
Ohio,44828,OH,OH,total,1990,10864162.0,242.35214598019095
Ohio,44828,OH,OH,total,1991,10945762.0,244.1724368698135
Ohio,44828,OH,OH,under18,1991,2806959.0,62.61619969661818
Ohio,44828,OH,OH,total,1993,11101140.0,247.638529490497
Ohio,44828,OH,OH,under18,1993,2855785.0,63.70538502721514
Ohio,44828,OH,OH,under18,1992,2839356.0,63.33889533327385
Ohio,44828,OH,OH,total,1992,11029431.0,246.038881948782
Ohio,44828,OH,OH,under18,1994,2875397.0,64.14287945034353
Ohio,44828,OH,OH,total,1994,11152455.0,248.78323815472473
Ohio,44828,OH,OH,total,1995,11202751.0,249.90521549031854
Ohio,44828,OH,OH,under18,1995,2879930.0,64.24399928616043
Ohio,44828,OH,OH,under18,1996,2883443.0,64.32236548585705
Ohio,44828,OH,OH,total,1996,11242827.0,250.7992103149817
Ohio,44828,OH,OH,under18,1998,2896255.0,64.60816900151691
Ohio,44828,OH,OH,total,1998,11311536.0,252.3319353975194
Ohio,44828,OH,OH,total,1997,11277357.0,251.56948782011244
Ohio,44828,OH,OH,under18,1997,2897375.0,64.63315338627643
Ohio,44828,OH,OH,total,2000,11363543.0,253.4920808423307
Ohio,44828,OH,OH,under18,2000,2886585.0,64.39245560810208
Ohio,44828,OH,OH,total,1999,11335454.0,252.8654858570536
Ohio,44828,OH,OH,under18,1999,2893270.0,64.5415811546355
Ohio,44828,OH,OH,total,2001,11387404.0,254.02435977514054
Ohio,44828,OH,OH,under18,2001,2878123.0,64.2036896582493
Ohio,44828,OH,OH,total,2002,11407889.0,254.48132863388955
Ohio,44828,OH,OH,under18,2002,2865674.0,63.925983760149904
Ohio,44828,OH,OH,total,2004,11452251.0,255.47093334523066
Ohio,44828,OH,OH,under18,2004,2836068.0,63.265548318015526
Ohio,44828,OH,OH,total,2003,11434788.0,255.0813777103596
Ohio,44828,OH,OH,under18,2003,2849573.0,63.566810921745336
Ohio,44828,OH,OH,total,2005,11463320.0,255.7178549121085
Ohio,44828,OH,OH,under18,2005,2819794.0,62.902516284465065
Ohio,44828,OH,OH,total,2006,11481213.0,256.11700276612834
Ohio,44828,OH,OH,under18,2006,2804828.0,62.56866244311591
Ohio,44828,OH,OH,total,2008,11515391.0,256.8794280360489
Ohio,44828,OH,OH,under18,2008,2768968.0,61.768715981083254
Ohio,44828,OH,OH,total,2007,11500468.0,256.54653341661464
Ohio,44828,OH,OH,under18,2007,2790347.0,62.24562773266708
Ohio,44828,OH,OH,under18,2013,2649830.0,59.11104666726153
Ohio,44828,OH,OH,total,2013,11570808.0,258.1156420094584
Ohio,44828,OH,OH,total,2009,11528896.0,257.18069063977873
Ohio,44828,OH,OH,under18,2009,2748051.0,61.302110288212724
Ohio,44828,OH,OH,total,2010,11545435.0,257.5496341572232
Ohio,44828,OH,OH,under18,2010,2722589.0,60.73411706968859
Ohio,44828,OH,OH,under18,2011,2693469.0,60.08452306594093
Ohio,44828,OH,OH,total,2011,11549772.0,257.64638172570716
Ohio,44828,OH,OH,under18,2012,2668125.0,59.5191621308111
Ohio,44828,OH,OH,total,2012,11553031.0,257.7190818238601
Oklahoma,69903,OK,OK,total,2012,3815780.0,54.586784544297096
Oklahoma,69903,OK,OK,under18,2012,939911.0,13.445932220362502
Oklahoma,69903,OK,OK,total,2011,3785534.0,54.15409925182038
Oklahoma,69903,OK,OK,under18,2011,935714.0,13.385891878746262
Oklahoma,69903,OK,OK,under18,2010,931483.0,13.32536514884912
Oklahoma,69903,OK,OK,total,2010,3759263.0,53.77827847159635
Oklahoma,69903,OK,OK,total,2009,3717572.0,53.1818663004449
Oklahoma,69903,OK,OK,under18,2009,922711.0,13.199876972376007
Oklahoma,69903,OK,OK,total,2013,3850568.0,55.084445588887455
Oklahoma,69903,OK,OK,under18,2013,947027.0,13.547730426448078
Oklahoma,69903,OK,OK,total,2007,3634349.0,51.991316538632105
Oklahoma,69903,OK,OK,under18,2007,904328.0,12.936898273321603
Oklahoma,69903,OK,OK,total,2008,3668976.0,52.48667439165701
Oklahoma,69903,OK,OK,under18,2008,910617.0,13.026865799751084
Oklahoma,69903,OK,OK,total,2006,3594090.0,51.41538989742929
Oklahoma,69903,OK,OK,under18,2006,894761.0,12.800037194397952
Oklahoma,69903,OK,OK,total,2005,3548597.0,50.764588072042685
Oklahoma,69903,OK,OK,under18,2005,885316.0,12.664921391070484
Oklahoma,69903,OK,OK,total,2003,3504892.0,50.13936454801654
Oklahoma,69903,OK,OK,under18,2003,883959.0,12.645508776447363
Oklahoma,69903,OK,OK,total,2004,3525233.0,50.430353489835916
Oklahoma,69903,OK,OK,under18,2004,881606.0,12.611847846301304
Oklahoma,69903,OK,OK,total,2002,3489080.0,49.91316538632105
Oklahoma,69903,OK,OK,under18,2002,884961.0,12.659842925196344
Oklahoma,69903,OK,OK,total,2001,3467100.0,49.598729668254585
Oklahoma,69903,OK,OK,under18,2001,885218.0,12.663519448378468
Oklahoma,69903,OK,OK,total,1999,3437148.0,49.17025020385391
Oklahoma,69903,OK,OK,under18,1999,895678.0,12.813155372444673
Oklahoma,69903,OK,OK,total,2000,3454365.0,49.41654864598086
Oklahoma,69903,OK,OK,under18,2000,891847.0,12.758350857616984
Oklahoma,69903,OK,OK,total,1997,3372918.0,48.251405519076435
Oklahoma,69903,OK,OK,under18,1997,893835.0,12.786790266512167
Oklahoma,69903,OK,OK,under18,1998,898501.0,12.85353990529734
Oklahoma,69903,OK,OK,total,1998,3405194.0,48.71313105303063
Oklahoma,69903,OK,OK,under18,1996,887093.0,12.690342331516531
Oklahoma,69903,OK,OK,total,1996,3340129.0,47.782341244295665
Oklahoma,69903,OK,OK,total,1995,3308208.0,47.32569417621561
Oklahoma,69903,OK,OK,under18,1995,883667.0,12.641331559446662
Oklahoma,69903,OK,OK,under18,1994,877803.0,12.557443886528475
Oklahoma,69903,OK,OK,total,1994,3280940.0,46.93561077493098
Oklahoma,69903,OK,OK,under18,1992,862548.0,12.339212909317197
Oklahoma,69903,OK,OK,total,1992,3220517.0,46.071227272077024
Oklahoma,69903,OK,OK,total,1993,3252285.0,46.52568559289301
Oklahoma,69903,OK,OK,under18,1993,870137.0,12.447777634722401
Oklahoma,69903,OK,OK,total,1991,3175440.0,45.42637655036265
Oklahoma,69903,OK,OK,under18,1991,849639.0,12.154542723488262
Oklahoma,69903,OK,OK,under18,1990,841715.0,12.041185642962391
Oklahoma,69903,OK,OK,total,1990,3148825.0,45.04563466517889
Oregon,98386,OR,OR,under18,1990,742436.0,7.546154940743602
Oregon,98386,OR,OR,total,1990,2860375.0,29.072988026751773
Oregon,98386,OR,OR,total,1991,2928507.0,29.765484926717217
Oregon,98386,OR,OR,under18,1991,752442.0,7.647856402333665
Oregon,98386,OR,OR,total,1993,3060367.0,31.105716260443558
Oregon,98386,OR,OR,under18,1993,778973.0,7.917518752668062
Oregon,98386,OR,OR,under18,1992,770191.0,7.82825808549997
Oregon,98386,OR,OR,total,1992,2991755.0,30.40834061756754
Oregon,98386,OR,OR,under18,1994,793435.0,8.064511210944646
Oregon,98386,OR,OR,total,1994,3121264.0,31.724676275079787
Oregon,98386,OR,OR,total,1995,3184369.0,32.36607850710467
Oregon,98386,OR,OR,under18,1995,806512.0,8.19742646311467
Oregon,98386,OR,OR,under18,1996,816102.0,8.294899680848902
Oregon,98386,OR,OR,total,1996,3247111.0,33.00379118980343
Oregon,98386,OR,OR,under18,1998,837928.0,8.516740186611916
Oregon,98386,OR,OR,total,1998,3352449.0,34.07445164962495
Oregon,98386,OR,OR,total,1997,3304310.0,33.58516455593276
Oregon,98386,OR,OR,under18,1997,830002.0,8.436179944301019
Oregon,98386,OR,OR,total,2000,3429708.0,34.859715813225456
Oregon,98386,OR,OR,under18,2000,847511.0,8.614142256012034
Oregon,98386,OR,OR,total,1999,3393941.0,34.49617831805338
Oregon,98386,OR,OR,under18,1999,843484.0,8.573211635801842
Oregon,98386,OR,OR,total,2001,3467937.0,35.2482771939097
Oregon,98386,OR,OR,under18,2001,848663.0,8.625851238997418
Oregon,98386,OR,OR,total,2002,3513424.0,35.71060923302096
Oregon,98386,OR,OR,under18,2002,850733.0,8.64689081779928
Oregon,98386,OR,OR,total,2004,3569463.0,36.28019230378306
Oregon,98386,OR,OR,under18,2004,846786.0,8.606773321407518
Oregon,98386,OR,OR,total,2003,3547376.0,36.055698981562415
Oregon,98386,OR,OR,under18,2003,850251.0,8.641991746793243
Oregon,98386,OR,OR,total,2005,3613202.0,36.72475758746163
Oregon,98386,OR,OR,under18,2005,849323.0,8.632559510499462
Oregon,98386,OR,OR,total,2006,3670883.0,37.311030024596995
Oregon,98386,OR,OR,under18,2006,857003.0,8.710619397068688
Oregon,98386,OR,OR,total,2008,3768748.0,38.30573455572947
Oregon,98386,OR,OR,under18,2008,865664.0,8.798650214461407
Oregon,98386,OR,OR,total,2007,3722417.0,37.83482406033379
Oregon,98386,OR,OR,under18,2007,862161.0,8.763045555261927
Oregon,98386,OR,OR,under18,2013,857606.0,8.7167483178501
Oregon,98386,OR,OR,total,2013,3930065.0,39.94536824344927
Oregon,98386,OR,OR,total,2009,3808600.0,38.7107921858801
Oregon,98386,OR,OR,under18,2009,866194.0,8.804037159758503
Oregon,98386,OR,OR,total,2010,3837208.0,39.00156526335048
Oregon,98386,OR,OR,under18,2010,865129.0,8.79321244892566
Oregon,98386,OR,OR,under18,2011,862518.0,8.76667412030167
Oregon,98386,OR,OR,total,2011,3867937.0,39.31389628605696
Oregon,98386,OR,OR,under18,2012,859910.0,8.74016628382087
Oregon,98386,OR,OR,total,2012,3899801.0,39.63776350293741
Pennsylvania,46058,PA,PA,total,2012,12764475.0,277.1391506361544
Pennsylvania,46058,PA,PA,under18,2012,2737905.0,59.44472187242173
Pennsylvania,46058,PA,PA,total,2011,12741310.0,276.6361978375092
Pennsylvania,46058,PA,PA,under18,2011,2761343.0,59.95360198011203
Pennsylvania,46058,PA,PA,under18,2010,2785316.0,60.474097876590385
Pennsylvania,46058,PA,PA,total,2010,12710472.0,275.9666507447132
Pennsylvania,46058,PA,PA,total,2009,12666858.0,275.01971427330756
Pennsylvania,46058,PA,PA,under18,2009,2804929.0,60.89993052238482
Pennsylvania,46058,PA,PA,total,2013,12773801.0,277.3416344608971
Pennsylvania,46058,PA,PA,under18,2013,2715645.0,58.96141821181988
Pennsylvania,46058,PA,PA,total,2007,12563937.0,272.78511876329844
Pennsylvania,46058,PA,PA,under18,2007,2839574.0,61.652134265491334
Pennsylvania,46058,PA,PA,total,2008,12612285.0,273.83483868166223
Pennsylvania,46058,PA,PA,under18,2008,2821004.0,61.24894697989492
Pennsylvania,46058,PA,PA,total,2006,12510809.0,271.63161665725823
Pennsylvania,46058,PA,PA,under18,2006,2850778.0,61.89539276564332
Pennsylvania,46058,PA,PA,total,2005,12449990.0,270.3111294454818
Pennsylvania,46058,PA,PA,under18,2005,2859793.0,62.09112423466065
Pennsylvania,46058,PA,PA,total,2003,12374658.0,268.6755395371054
Pennsylvania,46058,PA,PA,under18,2003,2883270.0,62.60085110078597
Pennsylvania,46058,PA,PA,total,2004,12410722.0,269.45855226019364
Pennsylvania,46058,PA,PA,under18,2004,2873125.0,62.3805853489079
Pennsylvania,46058,PA,PA,total,2002,12331031.0,267.7283208128881
Pennsylvania,46058,PA,PA,under18,2002,2894935.0,62.85411871987494
Pennsylvania,46058,PA,PA,total,2001,12298970.0,267.0322202440401
Pennsylvania,46058,PA,PA,under18,2001,2905836.0,63.090798558339486
Pennsylvania,46058,PA,PA,total,1999,12263805.0,266.2687263884667
Pennsylvania,46058,PA,PA,under18,1999,2930193.0,63.61963176863954
Pennsylvania,46058,PA,PA,total,2000,12284173.0,266.7109514090929
Pennsylvania,46058,PA,PA,under18,2000,2918850.0,63.37335533457814
Pennsylvania,46058,PA,PA,total,1997,12227814.0,265.48729862347477
Pennsylvania,46058,PA,PA,under18,1997,2942240.0,63.88119327804073
Pennsylvania,46058,PA,PA,under18,1998,2940285.0,63.83874679751617
Pennsylvania,46058,PA,PA,total,1998,12245672.0,265.87502713969343
Pennsylvania,46058,PA,PA,under18,1996,2937411.0,63.776347214381865
Pennsylvania,46058,PA,PA,total,1996,12220464.0,265.3277172261062
Pennsylvania,46058,PA,PA,total,1995,12198403.0,264.8487342046984
Pennsylvania,46058,PA,PA,under18,1995,2941531.0,63.865799643927225
Pennsylvania,46058,PA,PA,under18,1994,2932851.0,63.677341612749146
Pennsylvania,46058,PA,PA,total,1994,12166050.0,264.1462938034652
Pennsylvania,46058,PA,PA,under18,1992,2873013.0,62.378153632376566
Pennsylvania,46058,PA,PA,total,1992,12049450.0,261.61470320031265
Pennsylvania,46058,PA,PA,total,1993,12119724.0,263.1404750531938
Pennsylvania,46058,PA,PA,under18,1993,2907351.0,63.123691866776674
Pennsylvania,46058,PA,PA,total,1991,11982164.0,260.1538060706066
Pennsylvania,46058,PA,PA,under18,1991,2830059.0,61.445546919102
Pennsylvania,46058,PA,PA,under18,1990,2799168.0,60.77484910330453
Pennsylvania,46058,PA,PA,total,1990,11903299.0,258.44150853271964
Rhode Island,1545,RI,RI,under18,1990,225923.0,146.2284789644013
Rhode Island,1545,RI,RI,total,1990,1005995.0,651.1294498381877
Rhode Island,1545,RI,RI,total,1991,1010649.0,654.1417475728156
Rhode Island,1545,RI,RI,under18,1991,229448.0,148.51003236245955
Rhode Island,1545,RI,RI,total,1993,1015113.0,657.031067961165
Rhode Island,1545,RI,RI,under18,1993,237218.0,153.5391585760518
Rhode Island,1545,RI,RI,under18,1992,232630.0,150.5695792880259
Rhode Island,1545,RI,RI,total,1992,1012581.0,655.3922330097088
Rhode Island,1545,RI,RI,under18,1994,239100.0,154.75728155339806
Rhode Island,1545,RI,RI,total,1994,1015960.0,657.5792880258899
Rhode Island,1545,RI,RI,total,1995,1017002.0,658.2537216828479
Rhode Island,1545,RI,RI,under18,1995,240553.0,155.69773462783172
Rhode Island,1545,RI,RI,under18,1996,240569.0,155.70809061488674
Rhode Island,1545,RI,RI,total,1996,1020893.0,660.7721682847897
Rhode Island,1545,RI,RI,under18,1998,241760.0,156.4789644012945
Rhode Island,1545,RI,RI,total,1998,1031155.0,667.4142394822006
Rhode Island,1545,RI,RI,total,1997,1025353.0,663.6588996763754
Rhode Island,1545,RI,RI,under18,1997,242079.0,156.68543689320387
Rhode Island,1545,RI,RI,total,2000,1050268.0,679.7851132686084
Rhode Island,1545,RI,RI,under18,2000,248065.0,160.5598705501618
Rhode Island,1545,RI,RI,total,1999,1040402.0,673.399352750809
Rhode Island,1545,RI,RI,under18,1999,247014.0,159.87961165048543
Rhode Island,1545,RI,RI,total,2001,1057142.0,684.2343042071197
Rhode Island,1545,RI,RI,under18,2001,248296.0,160.7093851132686
Rhode Island,1545,RI,RI,total,2002,1065995.0,689.9644012944984
Rhode Island,1545,RI,RI,under18,2002,248690.0,160.96440129449837
Rhode Island,1545,RI,RI,total,2004,1074579.0,695.5203883495145
Rhode Island,1545,RI,RI,under18,2004,246228.0,159.37087378640777
Rhode Island,1545,RI,RI,total,2003,1071342.0,693.4252427184466
Rhode Island,1545,RI,RI,under18,2003,248075.0,160.5663430420712
Rhode Island,1545,RI,RI,total,2005,1067916.0,691.2077669902912
Rhode Island,1545,RI,RI,under18,2005,241932.0,156.59029126213593
Rhode Island,1545,RI,RI,total,2006,1063096.0,688.0880258899676
Rhode Island,1545,RI,RI,under18,2006,237348.0,153.6233009708738
Rhode Island,1545,RI,RI,total,2008,1055003.0,682.8498381877023
Rhode Island,1545,RI,RI,under18,2008,229798.0,148.73656957928802
Rhode Island,1545,RI,RI,total,2007,1057315.0,684.3462783171522
Rhode Island,1545,RI,RI,under18,2007,233655.0,151.23300970873785
Rhode Island,1545,RI,RI,under18,2013,213987.0,138.50291262135923
Rhode Island,1545,RI,RI,total,2013,1051511.0,680.589644012945
Rhode Island,1545,RI,RI,total,2009,1053646.0,681.9715210355987
Rhode Island,1545,RI,RI,under18,2009,225902.0,146.21488673139157
Rhode Island,1545,RI,RI,total,2010,1052669.0,681.3391585760518
Rhode Island,1545,RI,RI,under18,2010,223088.0,144.3935275080906
Rhode Island,1545,RI,RI,under18,2011,219783.0,142.25436893203883
Rhode Island,1545,RI,RI,total,2011,1050350.0,679.8381877022654
Rhode Island,1545,RI,RI,under18,2012,216591.0,140.1883495145631
Rhode Island,1545,RI,RI,total,2012,1050304.0,679.8084142394822
South Carolina,32007,SC,SC,total,2012,4723417.0,147.57449932827194
South Carolina,32007,SC,SC,under18,2012,1077455.0,33.66310494579311
South Carolina,32007,SC,SC,total,2011,4673509.0,146.01521542162652
South Carolina,32007,SC,SC,under18,2011,1076524.0,33.634017558659046
South Carolina,32007,SC,SC,under18,2010,1079978.0,33.74193145249477
South Carolina,32007,SC,SC,total,2010,4636361.0,144.85459430749523
South Carolina,32007,SC,SC,total,2009,4589872.0,143.402130783891
South Carolina,32007,SC,SC,under18,2009,1079729.0,33.73415190427094
South Carolina,32007,SC,SC,total,2013,4774839.0,149.18108538757147
South Carolina,32007,SC,SC,under18,2013,1079798.0,33.73630768269441
South Carolina,32007,SC,SC,total,2007,4444110.0,138.8480644858937
South Carolina,32007,SC,SC,under18,2007,1064190.0,33.248664354672414
South Carolina,32007,SC,SC,total,2008,4528996.0,141.50017183741056
South Carolina,32007,SC,SC,under18,2008,1074116.0,33.5587840159965
South Carolina,32007,SC,SC,total,2006,4357847.0,136.15293529540412
South Carolina,32007,SC,SC,under18,2006,1050042.0,32.80663604836442
South Carolina,32007,SC,SC,total,2005,4270150.0,133.41300340550504
South Carolina,32007,SC,SC,under18,2005,1036941.0,32.397319336395164
South Carolina,32007,SC,SC,total,2003,4150297.0,129.6684162839379
South Carolina,32007,SC,SC,under18,2003,1023785.0,31.986284250320242
South Carolina,32007,SC,SC,total,2004,4210921.0,131.56250195269786
South Carolina,32007,SC,SC,under18,2004,1029111.0,32.15268535007967
South Carolina,32007,SC,SC,total,2002,4107795.0,128.34051926141157
South Carolina,32007,SC,SC,under18,2002,1020531.0,31.884618989596024
South Carolina,32007,SC,SC,total,2001,4064995.0,127.0033117755491
South Carolina,32007,SC,SC,under18,2001,1016134.0,31.747242790639547
South Carolina,32007,SC,SC,total,1999,3974682.0,124.1816477645515
South Carolina,32007,SC,SC,under18,1999,1007050.0,31.463429874714905
South Carolina,32007,SC,SC,total,2000,4024223.0,125.72946542943731
South Carolina,32007,SC,SC,under18,2000,1010641.0,31.57562408223201
South Carolina,32007,SC,SC,total,1997,3859696.0,120.58912112975287
South Carolina,32007,SC,SC,under18,1997,1001681.0,31.295685318836505
South Carolina,32007,SC,SC,under18,1998,1006371.0,31.44221576530134
South Carolina,32007,SC,SC,total,1998,3919235.0,122.4493079638829
South Carolina,32007,SC,SC,under18,1996,987576.0,30.855000468647482
South Carolina,32007,SC,SC,total,1996,3796200.0,118.60530508951167
South Carolina,32007,SC,SC,total,1995,3748582.0,117.117568031993
South Carolina,32007,SC,SC,under18,1995,975884.0,30.48970537694879
South Carolina,32007,SC,SC,under18,1994,969766.0,30.298559690067798
South Carolina,32007,SC,SC,total,1994,3705397.0,115.76833192739089
South Carolina,32007,SC,SC,under18,1992,947868.0,29.614396850688912
South Carolina,32007,SC,SC,total,1992,3620464.0,113.11475614709282
South Carolina,32007,SC,SC,total,1993,3663314.0,114.45352579123316
South Carolina,32007,SC,SC,under18,1993,956951.0,29.898178523447996
South Carolina,32007,SC,SC,total,1991,3570404.0,111.55072327928265
South Carolina,32007,SC,SC,under18,1991,936122.0,29.247414628050112
South Carolina,32007,SC,SC,under18,1990,921041.0,28.77623644827694
South Carolina,32007,SC,SC,total,1990,3501155.0,109.38716530758896
South Dakota,77121,SD,SD,under18,1990,199453.0,2.5862346183270444
South Dakota,77121,SD,SD,total,1990,697101.0,9.039055510172327
South Dakota,77121,SD,SD,total,1991,703669.0,9.124220380959791
South Dakota,77121,SD,SD,under18,1991,201749.0,2.616006016519495
South Dakota,77121,SD,SD,total,1993,722160.0,9.363986462831136
South Dakota,77121,SD,SD,under18,1993,207975.0,2.696736297506516
South Dakota,77121,SD,SD,under18,1992,206632.0,2.679322104225827
South Dakota,77121,SD,SD,total,1992,712801.0,9.242631708613738
South Dakota,77121,SD,SD,under18,1994,208443.0,2.702804683549228
South Dakota,77121,SD,SD,total,1994,730790.0,9.475888538789695
South Dakota,77121,SD,SD,total,1995,737926.0,9.56841845930421
South Dakota,77121,SD,SD,under18,1995,207890.0,2.6956341333748264
South Dakota,77121,SD,SD,under18,1996,205780.0,2.6682745296352484
South Dakota,77121,SD,SD,total,1996,742214.0,9.624019398088718
South Dakota,77121,SD,SD,under18,1998,204786.0,2.655385692612907
South Dakota,77121,SD,SD,total,1998,746059.0,9.673876116751599
South Dakota,77121,SD,SD,total,1997,744223.0,9.650069371507112
South Dakota,77121,SD,SD,under18,1997,205978.0,2.670841923730242
South Dakota,77121,SD,SD,total,2000,755844.0,9.800754658264285
South Dakota,77121,SD,SD,under18,2000,202681.0,2.628090922057546
South Dakota,77121,SD,SD,total,1999,750413.0,9.73033285356777
South Dakota,77121,SD,SD,under18,1999,203737.0,2.6417836905641785
South Dakota,77121,SD,SD,total,2001,757972.0,9.828347661467046
South Dakota,77121,SD,SD,under18,2001,200795.0,2.60363584497089
South Dakota,77121,SD,SD,total,2002,760020.0,9.854903333722332
South Dakota,77121,SD,SD,under18,2002,198694.0,2.5763929409629025
South Dakota,77121,SD,SD,total,2004,770396.0,9.98944515760947
South Dakota,77121,SD,SD,under18,2004,196804.0,2.551885997328873
South Dakota,77121,SD,SD,total,2003,763729.0,9.90299658977451
South Dakota,77121,SD,SD,under18,2003,197326.0,2.558654581761129
South Dakota,77121,SD,SD,total,2005,775493.0,10.055536105600291
South Dakota,77121,SD,SD,under18,2005,196476.0,2.547632940444237
South Dakota,77121,SD,SD,total,2006,783033.0,10.153304547399541
South Dakota,77121,SD,SD,under18,2006,197332.0,2.558732381582189
South Dakota,77121,SD,SD,total,2008,799124.0,10.361950700846721
South Dakota,77121,SD,SD,under18,2008,199848.0,2.5913564398801885
South Dakota,77121,SD,SD,total,2007,791623.0,10.264687957884364
South Dakota,77121,SD,SD,under18,2007,198847.0,2.578376836399943
South Dakota,77121,SD,SD,under18,2013,207959.0,2.6965288313170213
South Dakota,77121,SD,SD,total,2013,844877.0,10.955213236342889
South Dakota,77121,SD,SD,total,2009,807067.0,10.464944697293863
South Dakota,77121,SD,SD,under18,2009,201204.0,2.6089391994398414
South Dakota,77121,SD,SD,total,2010,816211.0,10.58351162458993
South Dakota,77121,SD,SD,under18,2010,203145.0,2.6341074415528842
South Dakota,77121,SD,SD,under18,2011,203948.0,2.644519650938136
South Dakota,77121,SD,SD,total,2011,823772.0,10.681552365762892
South Dakota,77121,SD,SD,under18,2012,205298.0,2.662024610676729
South Dakota,77121,SD,SD,total,2012,834047.0,10.814784559328848
Tennessee,42146,TN,TN,total,2012,6454914.0,153.15602904190197
Tennessee,42146,TN,TN,under18,2012,1492689.0,35.41709770796754
Tennessee,42146,TN,TN,total,2011,6398361.0,151.81419351777154
Tennessee,42146,TN,TN,under18,2011,1491837.0,35.39688226640725
Tennessee,42146,TN,TN,under18,2010,1495090.0,35.47406634081526
Tennessee,42146,TN,TN,total,2010,6356683.0,150.82529777440325
Tennessee,42146,TN,TN,total,2009,6306019.0,149.62319081288854
Tennessee,42146,TN,TN,under18,2009,1494687.0,35.46450434204907
Tennessee,42146,TN,TN,total,2013,6495978.0,154.13035638020216
Tennessee,42146,TN,TN,under18,2013,1491577.0,35.39071323494519
Tennessee,42146,TN,TN,total,2007,6175727.0,146.53174678498553
Tennessee,42146,TN,TN,under18,2007,1482747.0,35.18120343567598
Tennessee,42146,TN,TN,total,2008,6247411.0,148.23259621316376
Tennessee,42146,TN,TN,under18,2008,1494354.0,35.456603236368814
Tennessee,42146,TN,TN,total,2006,6088766.0,144.46841930432308
Tennessee,42146,TN,TN,under18,2006,1470166.0,34.88269349404451
Tennessee,42146,TN,TN,total,2005,5991057.0,142.15007355383668
Tennessee,42146,TN,TN,under18,2005,1449326.0,34.388221895316285
Tennessee,42146,TN,TN,total,2003,5847812.0,138.75129312390263
Tennessee,42146,TN,TN,under18,2003,1424861.0,33.807739761780475
Tennessee,42146,TN,TN,total,2004,5910809.0,140.2460257201158
Tennessee,42146,TN,TN,under18,2004,1433343.0,34.00899254970816
Tennessee,42146,TN,TN,total,2002,5795918.0,137.5200018981635
Tennessee,42146,TN,TN,under18,2002,1414857.0,33.57037441275566
Tennessee,42146,TN,TN,total,2001,5750789.0,136.44922412565842
Tennessee,42146,TN,TN,under18,2001,1407578.0,33.39766525886205
